Id,Weekly_Sales
1_1_2012-11-02,27390.81
1_1_2012-11-09,39886.06
1_1_2012-11-16,19552.84
1_1_2012-11-23,20911.25
1_1_2012-11-30,22517.56
1_1_2012-12-07,33305.92
1_1_2012-12-14,45773.03
1_1_2012-12-21,46788.75
1_1_2012-12-28,20911.25
1_1_2013-01-04,15984.24
1_1_2013-01-11,16894.4
1_1_2013-01-18,17341.47
1_1_2013-01-25,17341.47
1_1_2013-02-01,21665.76
1_1_2013-02-08,46039.49
1_1_2013-02-15,41595.55
1_1_2013-02-22,20124.22
1_1_2013-03-01,22366.88
1_1_2013-03-08,22136.64
1_1_2013-03-15,22136.64
1_1_2013-03-22,26229.21
1_1_2013-03-29,23873.79
1_1_2013-04-05,23873.79
1_1_2013-04-12,17596.96
1_1_2013-04-19,16555.11
1_1_2013-04-26,16555.11
1_1_2013-05-03,16894.4
1_1_2013-05-10,18926.74
1_1_2013-05-17,15136.78
1_1_2013-05-24,15580.43
1_1_2013-05-31,15883.52
1_1_2013-06-07,15883.52
1_1_2013-06-14,14978.09
1_1_2013-06-21,14978.09
1_1_2013-06-28,14978.09
1_1_2013-07-05,14978.09
1_1_2013-07-12,14978.09
1_1_2013-07-19,14978.09
1_1_2013-07-26,14978.09
1_2_2012-11-02,43306.38
1_2_2012-11-09,47313.62
1_2_2012-11-16,43997.78
1_2_2012-11-23,45681.98
1_2_2012-11-30,45681.98
1_2_2012-12-07,46955.82
1_2_2012-12-14,46955.82
1_2_2012-12-21,65615.36
1_2_2012-12-28,35819.83
1_2_2013-01-04,35819.83
1_2_2013-01-11,35819.83
1_2_2013-01-18,35819.83
1_2_2013-01-25,35819.83
1_2_2013-02-01,54322.24
1_2_2013-02-08,54322.24
1_2_2013-02-15,54322.24
1_2_2013-02-22,53035.54
1_2_2013-03-01,53035.54
1_2_2013-03-08,43751.94
1_2_2013-03-15,43615.49
1_2_2013-03-22,41892.55
1_2_2013-03-29,41892.55
1_2_2013-04-05,41892.55
1_2_2013-04-12,41892.55
1_2_2013-04-19,41892.55
1_2_2013-04-26,41892.55
1_2_2013-05-03,41892.55
1_2_2013-05-10,41892.55
1_2_2013-05-17,41892.55
1_2_2013-05-24,41892.55
1_2_2013-05-31,41892.55
1_2_2013-06-07,41892.55
1_2_2013-06-14,41892.55
1_2_2013-06-21,41892.55
1_2_2013-06-28,41892.55
1_2_2013-07-05,41892.55
1_2_2013-07-12,41892.55
1_2_2013-07-19,41892.55
1_2_2013-07-26,41892.55
1_3_2012-11-02,8548.87
1_3_2012-11-09,9146.77
1_3_2012-11-16,9202.11
1_3_2012-11-23,9317.56
1_3_2012-11-30,9146.77
1_3_2012-12-07,11986.84
1_3_2012-12-14,11986.84
1_3_2012-12-21,13740.12
1_3_2012-12-28,8266.14
1_3_2013-01-04,15808.15
1_3_2013-01-11,15808.15
1_3_2013-01-18,10613.17
1_3_2013-01-25,10613.17
1_3_2013-02-01,10613.17
1_3_2013-02-08,12388.85
1_3_2013-02-15,12388.85
1_3_2013-02-22,10473.78
1_3_2013-03-01,10237.78
1_3_2013-03-08,10237.78
1_3_2013-03-15,9001.37
1_3_2013-03-22,10366.85
1_3_2013-03-29,10366.85
1_3_2013-04-05,10179.29
1_3_2013-04-12,10179.29
1_3_2013-04-19,10179.29
1_3_2013-04-26,10179.29
1_3_2013-05-03,10179.29
1_3_2013-05-10,10179.29
1_3_2013-05-17,8609.82
1_3_2013-05-24,8412.69
1_3_2013-05-31,8412.69
1_3_2013-06-07,8614.64
1_3_2013-06-14,8412.69
1_3_2013-06-21,6165.73
1_3_2013-06-28,7857.88
1_3_2013-07-05,7857.88
1_3_2013-07-12,13751.3
1_3_2013-07-19,16069.5
1_3_2013-07-26,22716.7
1_4_2012-11-02,37078.61
